ID,Group,Feature_1,Feature_2,Feature_3
ID823,A,2432.6351786429027,381.3056575620763,7629.299782510164
ID766,B,2319.9569956132846,401.96520422775654,6787.046598561604
ID571,C,2469.8028579581114,424.8812226049429,594.7697283082582
ID222,C,2352.8101184987854,403.7395057845912,715.9652353166548
ID788,B,2381.8854980610845,403.50263650484044,7412.72429242044
ID128,A,2432.3844730075666,418.69235884035254,8129.990572546232
ID233,B,2296.156770830727,420.02186183885203,6778.912892555318
ID590,A,2136.384116515722,404.62121892675333,6917.4973058049
ID402,A,2292.0662855989012,400.05404748859473,7854.405459434203
ID163,B,2529.09068954661,398.5340024972179,7828.705852425207
ID136,A,2488.7338752813343,388.05455876992477,8418.198237647404
ID318,A,2689.7486174781016,404.95670827385567,8056.366686602081
ID798,C,2712.783866899816,398.1739243613923,-146.11014897846098
ID270,B,2395.1444063949934,388.8118207527537,7394.185950889059
ID867,B,2551.667942315277,423.7703063157271,7628.982789974074
ID808,C,2561.732340222706,404.57378783201716,381.320587460415
ID667,C,2497.7082563510767,418.80610983774943,253.20610170599093
ID139,B,2606.0171529544677,403.7446746804293,7838.174562473583
ID363,A,1894.32547185624,371.7810625515094,6140.602138445021
ID368,C,2237.768499919681,399.06439403327323,1092.3375377337577
ID297,A,2589.385128562092,408.7833750712092,7529.517255615492
ID799,C,2462.346632119479,420.20716107498725,740.269673535895
ID521,A,2587.4945818518304,413.6932953282986,7976.837825790335
ID803,A,2951.5164007653048,396.35516635803765,9327.963658651079
ID563,B,2309.410923849581,428.26225266743427,7234.236750118849
ID583,C,2945.7984581232686,406.910201550519,557.2978763555084
ID105,C,2410.5513272574885,422.07981421542763,553.2585589172022
ID532,B,2687.217105830726,386.7328875413694,7393.681209281369
ID450,C,2815.4416788913395,398.6040209627602,142.5814767057741
ID384,C,2522.712089953731,398.2317991619807,1041.8050669595123
ID516,C,2822.601053706239,412.94092003969536,-291.19427898089543
ID266,B,2564.6547679844384,394.87243884140014,7477.891227103921
ID395,A,2711.504104035182,400.56032124711436,8332.855820060608
ID536,C,2944.924970410687,441.509862862694,233.11274764953077
ID498,A,2508.1911126715418,390.2776102883461,8181.001530132145
ID191,C,2898.0009935566027,399.8697656158968,44.75236727651827
ID897,C,2516.6763126661344,398.80647305616174,234.8114916615341
ID508,A,2216.369314687966,415.2981711291248,6759.373195919532
ID630,B,2619.4539268309873,401.53723191490525,7576.289574807587
ID787,B,1768.5411473341887,389.34266276013216,6329.13420818578
ID370,B,2111.8496514160784,392.69029748315666,6143.200074466449
ID753,C,2726.5722379171234,390.5356999967246,-21.880680054026925
ID106,B,2433.5590107140124,424.64225109529593,7532.9975324498155
ID393,C,2301.741887043588,395.0463690585965,616.2824487016983
ID216,C,2292.5299295325185,405.5443484849912,619.1133811977302
ID659,A,2743.7720708516754,378.3488975566102,8684.567733662205
ID482,B,1491.6629663404035,419.04054556768534,5466.640695428994
ID301,C,2871.9016266168455,408.8000821149213,501.8841128834806
ID404,B,3103.530380460785,398.3854777140847,8555.673923207529
ID593,C,2436.3412051796126,416.7442185366294,120.30088195599865
ID801,C,2023.334796751177,399.289342830215,1092.401536303046
ID548,C,2648.3421054154433,374.69571301377283,142.29301467046298
ID413,A,2611.205500500498,403.91978263388995,8809.312337403342
ID545,C,2434.439547667404,403.6584939148463,1042.6782785670614
ID852,A,1821.896210164156,382.9529440575145,5918.455508955392
ID804,A,2741.80819565558,380.9783117686567,8747.550459680313
ID665,A,2871.479428667735,381.9975540583482,9743.622824779184
ID560,B,1703.693870900933,413.1711597772888,6280.902847529809
ID325,A,2674.401335381541,404.34579985380384,8769.68229190467
ID589,A,2657.717048272881,369.66210198229595,8300.049202176084
ID240,A,2805.056148854727,380.34497359001676,9298.90702661244
ID696,A,2757.3203442835975,412.2933230443883,9050.057552423039
ID228,B,2816.8568520523554,369.933290871119,8489.081796533934
ID300,A,2340.2462066202233,424.16795406468873,7214.92640384597
ID230,C,2645.0850204343606,382.35245052123656,300.8037698847643
ID731,B,2250.776915475081,411.166596368401,7314.379165780476
ID578,A,2813.58035034613,446.18391531609075,8843.600397123344
ID724,B,2565.807820208005,445.2806746953696,7926.287738280149
ID454,C,2396.5531267007273,428.34238972773875,1001.0955999521623
ID642,C,2212.895910598021,378.36946349446316,547.2782326024435
ID869,A,2834.876412522305,400.7341973761993,8993.617510774144
ID231,B,2102.4669808245867,404.8371812809679,6658.460712409209
ID670,C,2927.324058691313,417.68576704141105,24.959679391878126
ID624,B,2687.5750269038604,406.19421287445397,8064.084946613659
ID537,A,2668.446473120504,406.70813291747544,8310.886051862508
ID249,A,2789.110643313787,374.5222092911543,8986.208801715708
ID845,B,2353.665042420667,390.89053594458693,7146.248385101735
ID469,B,2427.607637224351,407.8166964732777,7283.004094493881
ID468,A,2391.700385060791,401.544253218256,7725.935224275685
ID244,C,2742.091729561438,394.87648576662474,518.8724343617
ID585,C,2058.230188928666,378.7580479170747,171.3445876010519
ID304,B,2622.4785958839143,372.16215785349027,7276.082762904484
ID704,C,2107.5191002888523,393.29083827898046,1297.0436508119155
ID863,B,3051.9374156393587,418.9311711505797,8342.268217370547
ID410,B,2367.4225100376616,385.03645924098566,7205.1711045418515
ID324,C,2605.823704213653,390.7477607682399,135.30292157020722
ID857,C,2487.837518640973,382.0766855778579,397.35262310104963
ID381,C,2667.9730968348595,387.51405616362587,723.8364006522665
ID298,A,2453.5982940054278,402.8965199985288,7820.482234816092
ID574,B,2767.769181442586,399.59254657375874,7684.879365364568
ID265,B,2306.1620743135195,420.53425079819397,7682.259775475721
ID481,B,2607.8890586806438,415.15784506478735,7982.888777553583
ID618,A,2719.828406589772,393.28982787382034,9525.37168112559
ID595,A,2199.394807532193,396.39216038312816,7132.680129136548
ID278,B,2425.885795987829,381.92209738335373,7205.487033969803
ID666,A,1840.938848261946,379.87506340343134,6313.3343616743605
ID479,B,2141.603244662172,380.3417542273266,6408.1753494137865
ID286,A,2141.758255040497,414.58413741062003,6794.363323504955
ID524,B,2600.822441501676,394.1713540044473,7427.60223162984
ID201,B,2922.4380479699003,407.8469438994259,8319.53432025317
ID334,C,2604.4086918362377,401.08895751906533,331.33051490000753
ID506,C,2818.0784273771555,388.7673652165103,469.55344573495813
ID848,C,2198.255412973869,407.88666158731434,585.80542202466
ID751,B,2809.788509719371,414.59774338515405,8311.513322415838
ID669,C,2027.3328903052206,395.0186355519047,497.30628869860516
ID544,C,1950.3073643370863,389.6900885838172,283.0886132129476
ID626,B,2147.990394085832,401.3034685242716,6856.340038106714
ID875,B,2559.1409205867476,385.65903538163866,7620.74268051712
ID346,B,2291.2099814906314,420.1625620702438,7452.657560574658
ID287,B,2365.9669803675592,410.0898025781756,6958.902764061905
ID187,A,2586.5015449667594,380.6978791297304,8394.309486920787
ID722,A,2386.7873697833147,396.09100664506553,7648.9045471478385
ID441,A,2613.594884410392,408.1792318862853,8190.721475564287
ID587,B,2831.054287896249,406.18623702171686,8513.400387572032
ID664,C,2954.9337453466187,397.8366506541345,-204.7227381219568
ID307,C,2769.9356934327443,427.79535149184386,76.65532717347651
ID269,A,2770.776733741389,408.00682042652386,9063.571549208005
ID251,C,2496.0772973418134,430.53023095452625,551.1173653161959
ID546,A,2652.2899948416452,380.57647647180727,8855.71814721611
ID604,A,2627.638037241082,385.0805589446971,8538.957420232378
ID394,B,2755.6158341572536,395.7314239860247,7632.867531448906
ID694,B,2646.7352811622795,382.737513192981,7841.863149966512
ID126,C,2563.5311180959206,378.8214551054526,396.97976393332556
ID836,B,2753.2814993400307,407.42759445596664,7860.537429932614
ID400,B,2145.592015602664,376.8229246965119,7119.157160061324
ID433,A,2533.3897025513334,391.1702440112405,8381.548471343423
ID383,A,2666.2376382536077,392.78877460102177,8713.186596289272
ID769,B,2502.1073165738394,390.1052662974742,7578.379236422664
ID375,A,2836.98686134683,421.14695483740553,8847.251221585677
ID336,A,2980.144299059025,407.5988740067145,9402.679964523257
ID838,B,2712.8583810692858,401.9592955719483,8016.6412065497625
ID114,B,2116.3458169931796,380.76685989264166,6833.3418299072
ID755,B,2340.743840407292,426.2743716919162,6996.0068577248785
ID607,B,2185.5870001371295,391.91758731182006,6999.6949783125165
ID812,C,2962.1861425800507,390.24040425460066,282.4556058707544
ID160,C,2730.3567426662044,421.39968689772104,372.2100030237989
ID861,C,2162.687591778929,416.546793225506,1064.4708252640448
ID279,A,2435.370885764759,420.29687752726636,7754.66130199287
ID173,B,2615.068448060547,396.7894562953555,8026.872156524242
ID706,C,2330.0490506775177,386.8689137771624,790.530636074762
ID242,A,2383.661576479152,401.8208766456868,7967.035119919121
ID341,A,2281.5100670819643,393.1753461166065,7260.866731530614
ID526,C,2765.372156865972,418.3225265361742,206.89410349474156
ID540,B,2362.897764993798,406.66525512681466,6881.119034627774
ID421,C,2838.9363845540033,416.3155074045116,155.342248562009
ID565,C,2625.1162868748734,392.4855936901991,484.35652936329734
ID725,C,2659.64099668071,404.68112337938277,301.04853673562457
ID783,C,2493.5177919773523,395.66481478166594,539.7956131252595
ID503,C,2614.223885642487,401.51888613929964,356.3215487926941
ID854,C,2613.6679438767555,412.9194853948537,179.45360469609614
ID840,C,2614.5885406055168,398.0701584288276,188.65777106770156
ID367,B,2478.2348219607893,400.01459258065904,7744.882168271182
ID647,C,2550.7874622698055,399.5306401502625,-47.95606099790302
ID789,A,2912.532283925535,378.02321269869793,9198.52440481017
ID711,C,2323.607073014088,408.5979277100641,653.0676547528215
ID573,A,2676.9415936817254,401.7808068093197,8300.388381761622
ID116,A,2900.9938872858334,369.71223590625385,9413.014737878528
ID613,B,2241.968979068801,385.4533863900192,6832.849599030608
ID598,A,2623.4911374431917,429.3866416603992,8419.946264826733
ID467,C,2885.112397599072,415.24389810871634,-77.52027599265239
ID866,B,2470.693657606892,400.9425116421566,7475.951978125644
ID542,A,2046.1948101940861,400.27166467282956,7149.774229210645
ID608,C,2400.103971665671,408.6044110149248,674.2511154026708
ID513,A,2242.36753180775,419.6544741996143,6858.890941207407
ID397,B,2805.4201988811296,417.7140070196599,8099.219587835839
ID811,B,2747.772702262428,375.1372003277097,7853.93754509226
ID614,B,2450.8056068379433,402.39956779358806,7506.059665651352
ID673,C,2619.2766575710775,367.97808772674585,42.18765270693939
ID351,A,2771.4806635551267,422.42841561011267,8974.069560590971
ID871,C,2224.0928417152018,407.7923470025625,918.7844335597661
ID418,A,2436.0095892301642,393.3970565355982,7414.951320496575
ID543,B,2405.2598502604706,393.01900240975334,7008.68666553671
ID660,C,2537.883869366795,410.338846090025,533.0223691793522
ID328,A,2556.6635101708825,389.08845054533543,8026.22027151329
ID103,B,2363.3922207331448,412.8751943594097,7142.012054770559
ID686,A,1879.51685227511,413.75857867941977,6248.502816423168
ID557,A,2598.1391600741367,376.3394604730519,8503.322274393238
ID889,A,3493.5682034407505,391.79287480057224,11075.589783927542
ID322,C,2364.710246693356,400.3421929173018,1057.7427966763694
ID312,B,2535.304390437637,410.6316306684586,7363.54908701162
ID464,C,2255.5129084443265,399.1993562301988,393.77243008412665
ID446,C,2653.775380941391,391.9576954443963,530.9899893471834
ID431,C,2653.5953195450693,390.34963306626946,332.116014793482
ID294,C,2171.574600652523,423.653324009609,266.16105501072366
ID332,C,2105.8115089510966,404.96752560812564,1144.1198217756098
ID348,B,2366.8826466381283,418.1764711446293,7285.019519740259
ID609,B,2585.8854664393275,401.82100875497275,7982.933418110466
ID412,A,2609.2434896540813,388.7223593938064,8139.314253861647
ID611,C,2069.4063785510866,403.0727083620846,596.2113832199625
ID219,B,2832.0045168991005,416.845745694336,8136.759625584606
ID171,C,2666.4740207288373,407.8865234922937,1026.318601740753
ID834,A,2730.371249107589,397.4598901753468,8666.22639026869
ID688,C,2572.999562449873,420.1386183099369,707.9513117634201
ID392,A,2863.678461670748,412.355397879025,9139.032610502732
ID182,B,2154.708529567018,392.83055588256417,7391.594553153853
ID597,C,2770.846984438313,422.5917729258387,41.085839648464116
ID465,C,2895.2368804413054,391.39547312277915,-274.80794020661006
ID713,B,2072.3940904432375,377.4262825101135,6926.090123631759
ID377,A,2961.177684678827,371.47224862618475,9515.043554376734
ID256,B,2617.1786716950805,383.8552834933947,6851.963893797381
ID856,B,2491.420303904101,401.9715100255648,7513.996199610957
ID514,A,1614.6384036802847,388.9132261877535,5208.723246197531
ID653,A,2552.5614979216098,423.3319289421933,7834.28158320938
ID210,B,2614.973327206758,396.5069090352278,7343.020234457541
ID350,A,3137.1986797213685,378.191525497785,9943.796844839837
ID217,C,2261.9450872710554,398.26026635232205,911.4165156024956
ID146,C,1999.4961369651105,400.3890628968311,676.6582615305106
ID234,A,2546.777332954903,369.4665490449867,8544.216551218406
ID462,C,2126.220698954092,434.01885592067106,582.3374690798803
ID444,C,2179.8737491006996,403.5008377131345,-122.86928363121888
ID440,B,2746.5110862628553,392.65881925850266,8548.122001056587
ID625,C,3047.621475934949,421.3880947323042,-355.47084296078083
ID505,C,2622.4502330170662,446.0889680580233,813.465624051531
ID115,C,2614.905901173855,398.8967014103186,256.51962524110286
ID658,C,2620.2443799473554,388.6757693250151,554.2952788757434
ID507,C,2690.0691280971896,378.63628926103956,485.8389009757793
ID894,B,2305.483274751621,393.5547951761299,6558.505523545569
ID599,B,2637.0231078664333,392.3641974283608,7322.47605189897
ID874,C,2405.3972731427175,416.7959858091344,746.3553901197556
ID635,B,2788.3928348451864,407.5856545978241,7696.295961652801
ID443,A,3079.54763737804,402.62755043949613,9393.279204743081
ID355,B,2096.6311429628017,397.4479543041679,7025.045871455608
ID797,C,2484.1711932938274,416.447281631931,574.1727873804994
ID572,C,2585.094151701553,408.5157631970142,500.904019417384
ID745,B,2537.0032697633187,393.54177863457994,8112.4429272861735
ID586,A,2672.2905163663427,399.561107529754,8874.175952375193
ID656,B,2275.1259693569427,405.87502838664847,6858.349056708123
ID837,C,3033.9641475756707,391.4501059359417,204.83452293729397
ID767,B,2594.4426380865466,370.92493550323184,7058.257038542577
ID651,A,2300.6440387278026,417.16372278621327,7617.154040846523
ID582,C,2226.9256303092743,381.85124706679204,1088.8376401438582
ID770,A,2508.0978075193607,372.2514750748378,8036.935242181735
ID888,B,2575.4454090091763,402.9482411786959,7378.572956242593
ID215,C,2736.955359012027,413.69055120423945,-318.04134422555535
ID723,A,2135.5281399582796,405.50376077323506,6657.682123319364
ID784,B,2426.1601084244558,403.98315620836223,7563.54993932727
ID610,B,2455.2210943067475,391.8705533530542,7537.166846583166
ID887,A,2328.7303413303066,425.7552780938564,7302.705990972541
ID232,B,2539.7590131203015,391.45765616047294,7603.616436928221
ID530,A,2369.56413013317,389.23626232965137,7660.181865188333
ID493,C,3217.128312177012,397.7921784816569,-197.99898079526383
ID271,C,2327.160481715039,385.70950255812033,697.8417826065552
ID291,A,2314.8522085436575,401.1493564773022,7530.487830326014
ID646,C,2485.49834230822,429.4929913977125,645.982697439666
ID792,B,2641.6311548729973,411.491799761365,7900.916586672735
ID623,C,2731.385300907894,418.20902226757386,436.1111546342754
ID588,C,2750.427634324401,396.3928499867795,60.33871818159514
ID241,A,2272.2168750610763,396.68994067021293,6422.877834000362
ID281,B,2577.729549911482,408.0027153315466,7670.558053803456
ID414,A,2139.437992677183,400.8135426232582,6302.954420976009
ID376,A,2755.1834263545798,421.76334565616037,8142.699492312375
ID519,B,2546.9929093439073,406.5596837949377,8210.002349002822
ID343,A,2476.7142467970757,406.5916728743323,7381.546196171536
ID795,C,2511.49890938374,391.01405245322434,453.2725883410408
ID785,A,2692.936176563398,417.98722088870704,8833.334652377884
ID452,C,2826.2156196398664,408.77458528966423,-100.39686803536188
ID822,A,2618.2939779729813,408.75073606392704,8397.630549980076
ID172,C,2580.1966597680466,396.65030136440754,224.1962583133568
ID831,C,2583.986368920586,384.3893436086868,-72.49053016557264
ID166,C,2587.0105225750062,426.950174788376,778.6015508903156
ID484,B,2301.5923684310224,373.82737178437554,6431.943469435319
ID681,B,2269.165531744314,402.3977488592553,6723.139577934739
ID170,B,2521.6578111141393,420.3767131170057,7171.880591661874
ID213,C,2241.9816076802604,399.63766669669053,721.3462155229065
ID638,C,1966.223830489796,406.13064742670673,1105.5675764548787
ID773,B,2448.025840034938,421.1857606673645,7479.629283445459
ID621,A,2964.723865231803,408.5390898684745,9270.16672020734
ID303,A,3327.798803601574,410.272314335841,10119.477347019332
ID276,A,2361.5028415992556,371.7060643961124,7861.388749118318
ID200,A,2481.424828902258,428.61962828496377,7653.766966725681
ID292,A,2650.8773840271483,385.87461928711,8431.45702577472
ID791,B,2416.5407242918454,405.1291212387378,7502.628160230624
ID772,B,2929.503302254669,407.5063695054195,8484.229278261218
ID275,B,2554.6280918832454,394.8651465358198,7699.590862246059
ID631,C,2796.5057238703907,393.36078096165187,262.88583745801725
ID732,A,2887.1793439838993,399.4934021109663,9197.95385890859
ID771,A,2389.0906818613557,389.68898378526467,7928.202050467873
ID407,A,2631.557113186705,401.9075702024944,7900.137448872132
ID435,A,2071.4695316923276,428.8256465307511,6500.335098434999
ID157,C,2382.4885709253417,367.89304135799966,410.26575981836413
ID374,A,2744.9942853465163,417.9315721833296,8975.833091767405
ID353,C,2848.369590072387,370.8585349860102,-205.69582133030008
ID730,A,2416.6832890691385,409.83147151416233,7754.6533781980215
ID828,B,2766.5703990486736,406.4943054801316,7727.563233368104
ID860,C,2509.0943017105333,371.6331308451726,821.7260239620236
ID255,B,2399.7871451961414,390.44750226700916,7510.819104402528
ID779,C,2286.5923685827224,411.5156236935214,1033.9493678374329
ID720,C,2324.6641604387837,378.35116325432915,540.8648059337065
ID747,B,2819.4628255660014,405.1903702680053,7850.099219746353
ID555,B,2538.3537338787964,429.2909523920789,7152.975250665388
ID283,A,2756.163482084672,399.6973189421706,9174.115471400564
ID622,C,2328.062268179546,414.3242247620236,1256.3105674438825
ID415,B,2101.7336058064766,424.72638576425237,7214.606152262776
ID864,B,2905.468763700007,415.025367085732,8261.09912322106
ID357,A,2427.7463140611762,409.4990138161415,7442.120847345271
ID196,A,2724.4612857319626,415.2156382320556,8752.963350280586
ID311,C,2321.2986993160725,399.33888738434877,730.3439107838853
ID406,B,2453.0436647644206,395.916031444027,7346.479095059226
ID330,C,1829.6259149664247,378.7800855714443,1083.0788483947783
ID825,C,2047.4494207545554,401.1740822170617,415.6716497850189
ID636,B,2506.5450900489245,423.71397188763495,7559.26786223753
ID323,A,2742.916420749782,397.417154825292,8021.94850285344
ID101,A,1858.2559504314806,426.1230987957754,6206.428845627053
ID810,B,2675.737541618353,424.3015916499092,7586.0100428756305
ID453,B,2223.518955650066,392.52082868614355,6776.661469628947
ID143,C,2497.4372006623894,416.66390061247375,304.86593816127925
ID675,A,2608.087952606986,390.0752568629977,8266.389121035156
ID110,B,2589.112360077277,414.54935617672044,8120.617332636326
ID793,A,3194.2881852518126,400.98831286765943,10661.814464033107
ID807,A,2469.8661321154145,372.96980486319484,7652.918827231663
ID768,B,2530.5094194032304,370.65165564883335,7647.745327342371
ID603,C,2707.789183210018,403.88644979983565,105.39547176219867
ID687,C,2993.815070746822,393.7787656034128,-537.9738969794375
ID178,B,2564.2948562924416,410.1279068101544,7616.715457096627
ID485,C,2697.203572266834,401.5613382010827,-127.7285410809659
ID138,A,2892.925691192043,408.85188561881955,9825.5818996794
ID551,B,2296.551120000475,384.23395808237734,6581.8006911119155
ID778,C,2138.169161387316,393.432393159156,1079.3784653377973
ID147,B,3012.5394036200046,398.62913298667786,8514.949371222845
ID695,B,3433.9059903288257,361.1709096782764,9314.580704607175
ID842,A,2509.609166944952,384.772871018322,7956.55594250097
ID580,C,2725.243789079602,378.7654937883637,451.00429456479924
ID149,C,2167.1468368607807,397.6856280558321,1088.0643182888957
ID354,A,2477.1723664129277,392.3580428966593,7780.528382702973
